"subject","sex","age","education","job","mother_tongue","mother_tongue_details","handedness","glasses","BIS_V","BIS_N","BIS_F","BIS_PC","BIS_M","BIS_PS","BIS_C","BIS_IQ","WMC_MU","WMC_OpSp","WMC_SenSp","WMC_Binding","miniq_sum","miniq_1","miniq_2","miniq_3","miniq_odd","miniq_even","SMS_RT","SMS_a","SMS_v","SMS_t0","SMS_st0","CRT_RT","CRT_a","CRT_v","CRT_t0","CRT_st0","PLM_RT","PLM_a","PLM_v","PLM_t0","PLM_st0","BIS_V_z","BIS_N_z","BIS_F_z","BIS_PC_z","BIS_M_z","BIS_PS_z","BIS_C_z","BIS_IQ_z","WMC_MU_z","WMC_OpSp_z","WMC_SenSp_z","WMC_Binding_z","miniq_1_z","miniq_2_z","miniq_3_z","SMS_v_z","CRT_v_z","PLM_v_z","age_z","SMS_RT_z","CRT_RT_z","PLM_RT_z"
113,"w",29,7,4,1,"deu",2,2,108.2,98.6,96.2,102.5,97.33,99.67,103,99,0.863333333,0.920238095,0.977777778,0.929785714,46,0.727272727,0.714285714,0.714285714,0.727272727,0.71875,0.590844792,1.0249,3.6626,0.4563,0.0896,0.350765306,0.6954,8.4993,0.3108,0.0644,0.552312389,1.1499,3.5911,0.3919,0.0975,0.566989119,0.010021804,-0.1342343,0.125163274,-0.175685373,-0.205706775,0.695207762,0.180368328,1.153749962,1.100227307,1.213715604,0.621196878,0.764583057,0.540012044,0.670817487,1.886556211,1.408513411,0.446862459,-0.207352627,-1.49011293448158,-0.652973926753576,-1.26027328189929
114,"w",27,5,4,1,"deu",2,1,100.6,93.2,78.6,93.17,83.67,92.67,91.33,78,0.771111111,0.828968254,0.755396825,0.863071429,42,0.636363636,0.666666667,0.666666667,0.636363636,0.65625,0.734159596,1.5518,2.7362,0.4699,0.2551,0.36011,0.468,6.7517,0.3329,0.1128,0.625889655,1.403,4.2651,0.4574,0.3172,-0.724270347,-0.757566566,-2.738591113,-1.184838882,-2.083257665,-1.184882217,-0.979095281,-1.798299149,0.697728403,0.40032856,-0.756000736,0.017079587,0.192167934,0.271920958,0.382736358,0.543701488,0.317458625,1.380138386,-0.348959299,-0.8536682189302,-0.470386555391538,-0.672052096886626
115,"w",25,7,4,1,"deu",1,1,101,94.4,98.4,97.33,97,99.67,98.33,93,0.851111111,0.978333333,0.947619048,0.923785714,47,0.727272727,0.761904762,0.714285714,0.757575758,0.71875,0.666333333,1.5039,2.8107,0.4086,0.2477,0.319473684,0.5564,6.3779,0.2779,0.0967,0.56721453,1.0351,3.2862,0.4247,0.1575,-0.656309322,-0.586991373,0.191310302,-0.600743601,-0.221768745,-0.205706775,0.025199603,-0.384965237,1.093313371,1.545728075,0.946587765,0.566865129,0.764583057,0.808103129,0.670817487,0.651692288,0.084089274,0.0246728,-0.490565972,-1.15487692491949,-1.26438560129685,-1.1411365496613
116,"w",27,6,4,1,"deu",2,2,97.4,103.4,93.6,102,102.67,93.67,90.33,93,0.89,0.910952381,0.99047619,0.964285714,43,0.681818182,0.666666667,0.666666667,0.696969697,0.65625,1.321834021,1.5514,2.8388,1.0724,0.3343,0.37324,0.7906,9.1488,0.3314,0.0425,0.656814286,1.3177,4.3139,0.5106,0.1982,-1.267958543,0.692322577,-0.518968829,0.054959515,0.570027367,-1.045000011,-1.122565979,-0.384965237,1.28561162,1.029020219,1.326190477,0.933604431,0.478375496,0.271920958,0.382736358,0.692424388,1.814006706,1.447710887,-0.348959299,1.75612694400318,-0.213837524895347,-0.424821884596602
117,"m",29,7,5,1,"deu",2,1,103.8,102,93.4,107.67,94,94.33,95,96,0.75,0.820238095,0.920634921,0.892857143,27,0.454545455,0.380952381,0.428571429,0.424242424,0.40625,0.939390625,1.8447,2.1473,0.5209,0.4983,0.393777778,0.7589,5.0027,0.3246,0.0375,0.711750862,1.4934,2.4451,0.4165,0.0375,-0.180582151,0.493318185,-0.548563793,0.85107015,-0.640708487,-0.952677755,-0.45255782,-0.102298455,0.593337926,0.333381721,0.707578646,0.286797907,-0.952662312,-1.336625555,-1.057669289,-0.309933169,-0.774470202,-1.139983553,-0.207352627,0.0577393972308054,0.187453186029708,0.0143743453266263
118,"m",22,7,4,1,"deu",2,2,112.8,109.6,95.6,107.5,104,107,104,109,0.924444444,0.826269841,0.980952381,0.8155,44,0.636363636,0.714285714,0.714285714,0.696969697,0.6875,0.638623913,1.1295,2.5154,0.4364,0.2035,0.344773196,0.4363,6.76,0.3185,0.1117,0.537090351,1.0225,3.9963,0.4074,0.1842,1.3485409,1.573627742,-0.223019191,0.827200872,0.75575732,0.819629794,0.83867846,1.122590936,1.455932923,0.379635899,1.241834322,-0.413693565,0.192167934,0.540012044,0.670817487,0.22364285,0.322640449,1.007935761,-0.70297598,-1.27793130198156,-0.770054658751026,-1.38196746432064
119,"m",28,7,5,1,"deu",1,1,105.6,94.4,101.2,102.67,98.67,96.67,101.33,98,0.422222222,0.634126984,0.439365079,0.822642857,27,0.454545455,0.380952381,0.428571429,0.424242424,0.40625,0.657702326,0.7666,2.101,0.5463,0.1696,0.332969697,0.9663,8.4818,0.279,0.0608,0.63322931,0.9419,4.2737,0.5252,0.1593,0.125242459,-0.586991373,0.605639795,0.149032553,0.011441045,-0.625353393,0.455611697,0.086146067,-1.027461598,-1.093803118,-3.555219309,-0.349012913,-0.952662312,-1.336625555,-1.057669289,-0.377046914,1.397587879,1.392046655,-0.278155963,-1.19320624360618,-1.00068498814271,-0.613374453690639
120,"w",25,5,4,1,"deu",2,1,103.2,90.6,95,100,95,94.67,91.67,89,0.625555556,0.83984127,0.935873016,0.814285714,43,0.681818182,0.666666667,0.666666667,0.696969697,0.65625,1.265014583,1.672,1.764,0.8382,0.3139,0.414868687,1.0506,6.174,0.3275,0.152,0.850632743,1.5437,2.0498,0.497,0.1396,-0.282523688,-1.127146151,-0.311804083,-0.225855524,-0.501061906,-0.905117805,-0.930315244,-0.76185428,-0.022016467,0.483707803,0.842548499,-0.424689278,0.478375496,0.271920958,0.382736358,-0.86554221,-0.043208775,-1.6873485,-0.490565972,1.50379829374246,0.599551606154107,1.12468013758872
122,"w",23,7,4,1,"deu",2,2,106,86.2,94,98.5,84.67,98,97.33,87,0.826666667,0.934444444,0.936507937,0.938142857,39,0.590909091,0.619047619,0.619047619,0.606060606,0.59375,0.622710638,0.7371,3.5041,0.5395,0.1973,0.303828283,0.7795,7.9864,0.2589,0.0447,0.570638739,0.9401,2.7752,0.4307,0.1644,0.193203484,-1.752588527,-0.459778902,-0.436466803,-1.943611084,-0.43931006,-0.118271095,-0.950298802,0.972440188,1.209168067,0.848172247,0.696873243,-0.094039627,0.003829873,0.094655228,1.656803973,1.088301692,-0.682899898,-0.632172644,-1.34860034312867,-1.57008342751727,-1.11376135097274
123,"m",19,5,4,1,"deu",2,2,108.2,105,102.4,113.33,100.67,99.67,99,107,0.672222222,0.892063492,0.941428571,0.927357143,54,0.818181818,0.857142857,0.857142857,0.848484848,0.84375,0.83339798,1.6355,1.9276,0.4556,0.0466,0.341206186,0.634,8.181,0.3046,0.0325,0.573010619,1.0305,3.8076,0.4392,0.1311,0.566989119,0.919756168,0.783209577,1.64577671,0.290734206,-0.205706775,0.121324971,0.934146414,0.208741428,0.884171607,0.891756254,0.59920546,1.33699818,1.3442853,1.535060875,-0.628397312,1.209793602,0.746646195,-0.915385988,-0.412961862616456,-0.839750999746472,-1.09479910706022
124,"m",25,7,1,1,"deu",2,2,113,109.2,98.8,107.67,94.67,114.67,110.33,111,0.662222222,0.795555556,0.900793651,0.929785714,47,0.727272727,0.761904762,0.714285714,0.727272727,0.75,0.978019792,1.8986,1.5114,0.4396,0.4253,0.365268041,0.9619,4.3779,0.2589,0.0525,0.690908772,1.1395,2.6215,0.4927,0.0975,1.382521412,1.516769345,0.250500229,0.85107015,-0.547145278,1.892526314,1.746847977,1.311035457,0.159293307,0.14410476,0.531836644,0.621196878,0.764583057,0.808103129,0.670817487,-1.23169625,-1.16454289,-0.895725581,-0.490565972,0.22928712654495,-0.36960282212348,-0.152249933400185
125,"w",23,7,4,1,"deu",2,2,104,111.6,104.4,106,101.67,111.33,108.33,110,0.88,0.844761905,0.920634921,0.908357143,54,0.863636364,0.80952381,0.857142857,0.878787879,0.8125,0.6153,0.8618,2.619,0.4867,0.091,0.299876289,1.0248,10.3401,0.2496,0.0506,0.581040708,0.9655,3.0051,0.4345,0.1275,-0.146601639,1.857919731,1.079159215,0.616589593,0.430380787,1.425319746,1.459906581,1.216813197,1.236163499,0.521441475,0.707578646,0.427154923,1.623205741,1.076194215,1.535060875,0.373815291,2.557754455,-0.364561418,-0.632172644,-1.38151014213286,-1.64730202837232,-1.03060171669596
126,"w",23,5,4,1,"deu",1,2,111,101.8,97.6,108.83,100,101.67,98,104,0.754444444,0.774126984,0.900793651,0.922642857,52,0.818181818,0.857142857,0.761904762,0.848484848,0.78125,0.918646939,1.9483,2.6804,0.5634,0.2678,0.41573,1.0508,5.7121,0.3242,0.1012,0.712235593,1.4348,3.9999,0.5359,0.2431,1.04271629,0.464888986,0.072930446,1.013942873,0.197170997,0.074057636,-0.022145727,0.651479632,0.615314866,-0.020219298,0.531836644,0.556516226,1.33699818,1.3442853,0.958898616,0.462817104,-0.331580374,1.012920618,-0.632172644,-0.0343809487995817,0.616380929467417,0.0182495782447986
127,"m",24,5,4,1,"deu",2,1,109.2,109,89.8,110.67,98,102.33,91.67,102,0.938888889,0.95,0.94047619,0.971428571,38,0.590909091,0.666666667,0.523809524,0.606060606,0.5625,1.186583158,1.854,2.601,0.8221,0.2487,NA,NA,NA,NA,NA,0.818389916,2.0204,3.1021,0.4866,0.2539,0.73689168,1.488340146,-1.081273141,1.272292708,-0.082122164,0.166379892,-0.930315244,0.46303511,1.52735799,1.328455161,0.883320638,0.998285082,-0.094039627,0.271920958,-0.481507031,0.347723554,NA,-0.230247227,-0.561369308,1.1554932716429,NA,0.866911468852118
128,"w",22,5,4,1,"deu",2,1,102.6,92.6,95.2,93.5,96.33,102.67,98,90,0.432222222,0.853571429,0.942857143,0.795285714,39,0.590909091,0.619047619,0.619047619,0.606060606,0.59375,1.121128723,1.3787,1.7656,0.8169,0.2429,0.3682,0.9766,6.0381,0.29,0.1222,0.923585965,1.7902,1.7815,0.4453,0.2477,-0.384465224,-0.842854162,-0.282209119,-1.138504401,-0.315331954,0.213939842,-0.022145727,-0.667632019,-0.978013477,0.588996921,0.904409683,-0.596739815,-0.094039627,0.003829873,0.094655228,-0.863222944,-0.128053331,-2.058858784,-0.70297598,0.864817583560102,-0.312314837439201,1.7079123372648
129,"w",21,5,4,1,"deu",2,1,100.8,85.4,93.6,95.83,88,91.67,95,83,0.488888889,0.834047619,0.905714286,0.860785714,31,0.454545455,0.476190476,0.523809524,0.484848485,0.46875,0.954925,1.6659,1.9675,0.5822,0.1746,0.39489899,0.9006,4.2779,0.2946,0.0825,0.751715517,1.8004,3.2461,0.4635,0.2922,-0.690289834,-1.866305322,-0.518968829,-0.81135488,-1.478587971,-1.324764423,-0.45255782,-1.327187845,-0.697807456,0.439279446,0.575420661,-0.003618228,-0.952662312,-0.800443384,-0.481507031,-0.570560629,-1.226974499,-0.030852963,-0.773779316,0.12672578664905,0.209360714710644,0.333875979468924
130,"w",24,5,4,1,"deu",2,1,109,108.8,96.6,106.5,108.33,105.67,97,106,0.664444444,0.907539683,0.952380952,0.938142857,38,0.590909091,0.619047619,0.571428571,0.606060606,0.5625,0.909225532,1.2591,2.0145,0.6453,0.3226,0.355,1.1357,4.9223,0.2415,0.0526,0.658565812,0.8492,4.3437,0.5698,0.2101,0.702911168,1.459910947,-0.075044372,0.686793352,1.360427014,0.63358646,-0.165616425,0.839924153,0.170281777,1.002850095,0.988765839,0.696873243,-0.094039627,0.003829873,-0.193425901,-0.502432205,-0.824665215,1.488974422,-0.561369308,-0.076220343829622,-0.570231608387389,-0.410819125927906
131,"w",19,5,4,1,"deu",2,2,107.6,103.6,105.2,107.33,96.67,105.33,110.67,108,0.856666667,0.789126984,0.891428571,0.926142857,38,0.545454545,0.619047619,0.619047619,0.606060606,0.5625,0.832821277,1.3013,2.5727,0.597,0.2042,0.312142857,1.0827,9.4891,0.2568,0.0366,0.51362,0.896,4.2379,0.4133,0.1244,0.465047582,0.720751776,1.19753907,0.803331593,-0.267852116,0.58602651,1.795628014,1.028368675,1.120784551,0.09480754,0.448886415,0.588209746,-0.380247189,0.003829873,0.094655228,0.306701545,2.026461469,1.342475025,-0.915385988,-0.415522934931027,-1.40762372464684,-1.56960365180664
132,"w",19,5,4,1,"deu",2,1,100.2,95.6,98,98.5,90.67,103.33,98.67,93,0.238888889,0.695555556,0.730793651,0.917857143,51,0.818181818,0.80952381,0.761904762,0.818181818,0.78125,1.125715464,2.0805,1.5239,0.5003,0.0105,NA,NA,NA,NA,NA,1.0465,1.479,3.5577,0.8422,0.1719,-0.792231371,-0.416416179,0.132120374,-0.436466803,-1.1057316,0.306262098,0.073979641,-0.384965237,-1.934010481,-0.622740825,-0.97392081,0.513180191,1.33699818,1.076194215,0.958898616,-1.213576988,NA,0.400614068,-0.915385988,0.88518677773667,NA,2.69056150667521
133,"m",19,5,4,1,"deu",1,1,107,112.2,92.6,111,92.33,105,100.33,105,0.833333333,0.79,0.952380952,0.917857143,27,0.409090909,0.428571429,0.428571429,0.424242424,0.40625,0.705324742,1.4592,2.7907,0.4572,0.1402,0.354714286,0.9719,6.4639,0.2806,0.0375,0.691168421,1.2829,3.119,0.4906,0.2887,0.363106045,1.943207328,-0.666943648,1.31862719,-0.873918277,0.539865382,0.312140999,0.745701893,1.005405599,0.101502224,0.988765839,0.513180191,-1.238869873,-1.06853447,-1.057669289,0.622701469,0.137780457,-0.206846094,-0.915385988,-0.981720520156496,-0.575814216894563,-0.150174142184086
134,"m",32,7,4,1,"deu",2,2,106.8,105.4,102.2,116.17,89.67,104.67,97.33,106,0.806666667,0.698015873,0.867619048,0.935714286,29,0.454545455,0.476190476,0.428571429,0.454545455,0.4375,1.0031,1.7844,2.2776,0.6376,0.2524,0.45089899,1.2241,4.832,0.3203,0.0525,0.771701709,1.464,3.1723,0.5548,0.0523,0.329125533,0.976614566,0.753614613,2.044534065,-1.245378181,0.493704254,-0.118271095,0.839924153,0.873543946,-0.603873993,0.237996022,0.674881825,-0.952662312,-0.800443384,-1.057669289,-0.121057985,-0.881040957,-0.133042523,0.005057381,0.340665472682377,1.30355307630902,0.493657691691429
135,"w",24,7,4,1,"deu",2,2,106,90.2,95.8,98.67,103.33,97,89,91,0.423333333,0.660952381,0.763333333,0.842928571,42,0.636363636,0.666666667,0.666666667,0.636363636,0.65625,0.777297849,1.088,2.1648,0.5761,0.2806,0.316717172,0.9663,8.4676,0.2607,0.0193,0.725511017,1.5985,2.6974,0.4378,0.1664,0.193203484,-1.184004549,-0.193424228,-0.412597525,0.662194111,-0.579192265,-1.313382007,-0.573409759,-1.021967362,-0.888093745,-0.685703935,-0.165319862,0.192167934,0.271920958,0.382736358,-0.284566202,1.388722591,-0.790628188,-0.561369308,-0.662096152446626,-1.31824550085139,0.124381350480337
136,"m",19,5,4,1,"deu",2,2,113.6,109,96,116.5,98.33,104.33,95.33,109,0.926666667,0.767857143,0.949206349,0.971428571,57,0.863636364,0.904761905,0.904761905,0.909090909,0.875,0.801368,1.7268,2.5729,0.4917,0.1604,0.438908163,1.2184,3.2333,0.2549,0.0038,0.660239831,1.501,3.5876,0.4477,0.1542,1.484462949,1.488340146,-0.163829264,2.090868547,-0.036038793,0.446144304,-0.40521249,1.122590936,1.466921398,-0.068299297,0.96064712,0.998285082,1.623205741,1.612376386,1.823142005,0.306991453,-1.879135078,0.442016071,-0.915385988,-0.555203354362252,1.0692625171546,-0.397436005115646
137,"m",19,5,4,1,"deu",2,1,105,103,105.4,110.5,108,105.33,88,106,0.973333333,0.983333333,0.988888889,1,31,0.5,0.476190476,0.476190476,0.484848485,0.46875,1.116957576,2.3689,3.0572,0.7314,0.4062,0.4128,0.8601,5.1578,0.3347,0.0825,0.799646154,1.5122,2.7829,0.538,0.3497,0.023300923,0.635464179,1.227134034,1.24842343,1.314343642,0.58602651,-1.456852705,0.839924153,1.697679293,1.584070354,1.312131123,1.257007697,-0.66645475,-0.800443384,-0.76958816,1.009004129,-0.677638778,-0.672237844,-0.915385988,0.846293994985553,0.559131221976645,0.717062493827205
138,"w",23,5,4,1,"deu",2,1,106,98,100.6,107.67,90.67,104,97.67,100,0.463333333,0.843015873,0.873015873,0.788142857,46,0.727272727,0.714285714,0.714285714,0.727272727,0.71875,0.948302247,1.146,2.0649,0.7032,0.4312,0.372848485,0.8492,6.0078,0.3026,0.11,0.658609244,1.6535,3.6069,0.4316,0.1613,0.193203484,-0.075265793,0.516854903,0.85107015,-1.1057316,0.399983176,-0.069491057,0.274590589,-0.824174878,0.508052106,0.285797843,-0.661420466,0.764583057,0.540012044,0.670817487,-0.429375342,-0.146970108,0.468740441,-0.632172644,0.0973148951597659,-0.221487394939119,-0.41047190423979
139,"w",20,5,4,1,"deu",2,1,104,94.8,87.6,96,87,108,90.33,87,0.73,0.745,0.871746032,0.857142857,50,0.727272727,0.80952381,0.80952381,0.787878788,0.78125,0.716517895,1.2804,3.0487,0.515,0.1638,0.323947917,1.2005,7.3849,0.2445,0.0271,0.573754545,0.9428,3.2965,0.44,0.1839,-0.146601639,-0.530132975,-1.406817743,-0.787485602,-1.618234551,0.959512,-1.122565979,-0.950298802,0.494441683,-0.243578289,0.274550357,-0.03660536,0.764583057,1.076194215,1.246979746,0.996683031,0.712775569,0.038935029,-0.844582652,-0.932013003009782,-1.17696289464308,-1.08885171247666
140,"w",19,5,4,1,"deu",2,2,100.2,93.4,101.6,94.83,100.67,102.67,99,94,0.61,0.856904762,0.887301587,0.922642857,49,0.772727273,0.80952381,0.714285714,0.757575758,0.78125,0.88651875,1.4934,2.2661,0.5717,0.1894,0.381979592,1.0834,4.5644,0.2645,0.0652,0.804132773,1.3763,3.4775,0.6111,0.2199,-0.792231371,-0.729137367,0.664829722,-0.9517624,0.290734206,0.213939842,0.121324971,-0.290742976,-0.098935769,0.614558438,0.41233208,0.556516226,1.050790618,1.076194215,0.670817487,-0.137727706,-1.048107941,0.28956254,-0.915385988,-0.177058575524633,-0.0430733318616653,0.752931240905688
141,"w",19,5,4,1,"deu",1,2,106.6,98.6,91.4,98.17,102.67,106.33,89,95,0.673333333,0.778333333,0.746190476,0.971428571,40,0.590909091,0.666666667,0.619047619,0.606060606,0.625,0.737129293,2.9539,3.646,0.3349,0.0675,0.365,0.7938,7.5253,0.3167,0.0308,0.642942857,1.2373,4.2478,0.5027,0.1425,0.295145021,0.010021804,-0.844513431,-0.482801285,0.570027367,0.725908716,-1.313382007,-0.196520715,0.214235663,0.012036903,-0.837545022,0.998285082,-0.094039627,0.271920958,0.094655228,1.862493832,0.800429547,1.356183381,-0.915385988,-0.840480132914755,-0.374840115244823,-0.535718481436707
143,"w",23,5,4,1,"deu + russisch",2,1,99,90.6,96.8,95.5,98,95.67,92.67,87,0.534444444,0.426190476,0.728253968,0.827428571,29,0.454545455,0.428571429,0.428571429,0.454545455,0.40625,1.076335227,1.6141,1.3395,0.609,0.5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.996114445,-1.127146151,-0.045449409,-0.857689362,-0.082122164,-0.765235599,-0.786844546,-0.950298802,-0.472543796,-2.68835505,-0.99641579,-0.305676878,-0.952662312,-1.06853447,-1.057669289,-1.480872337,NA,NA,-0.632172644,0.665894771508725,NA,NA
144,"w",21,5,4,1,"deu",2,1,108,85.8,95.4,94.33,95.67,101,96.67,89,0.79,0.821190476,0.877142857,0.833357143,38,0.590909091,0.619047619,0.571428571,0.575757576,0.59375,1.083270526,1.742,1.6242,0.6234,0.0525,0.3548,1.0248,5.4821,0.2638,0.0763,0.728946087,1.4934,2.9872,0.4781,0.2023,0.533008606,-1.809446924,-0.252614155,-1.021966159,-0.407498697,-0.019663442,-0.212961755,-0.76185428,0.79113041,0.340685013,0.322352177,-0.251991931,-0.094039627,0.003829873,-0.193425901,-1.068188032,-0.475173072,-0.389347233,-0.773779316,0.69669364417312,-0.57413943825024,0.151843378574742
145,"m",19,5,4,1,"deu",2,1,112,110.6,103.6,115.17,100.33,112.67,100.33,114,0.946666667,0.898333333,0.961111111,0.927357143,64,1,1,1,1,1,1.04217449,2.2411,2.1749,0.5231,0.0142,0.354164948,0.9995,5.888,0.2664,0.0095,0.573282051,1.059,4.7095,0.4597,0.1275,1.212618851,1.715773737,0.96077936,1.904126546,0.243254369,1.612761902,0.312140999,1.59370224,1.56581764,0.932251606,1.066092321,0.59920546,2.481828426,2.148558557,2.399304263,-0.269925839,-0.221763175,1.995491238,-0.915385988,0.514190830700277,-0.586547814100558,-1.09262911541239
146,"w",22,5,4,1,"deu",2,2,108.6,98.8,100.2,98.67,106,107.33,102,102,0.844444444,0.938095238,0.964285714,1,53,0.818181818,0.857142857,0.80952381,0.848484848,0.8125,0.596898936,0.8492,2.8902,0.4835,0.1902,0.32994,0.7906,7.6805,0.28,0.0689,0.603056637,0.9808,3.5488,0.4711,0.1125,0.634950143,0.038451003,0.457664976,-0.412597525,1.035050481,0.865790922,0.551737064,0.46303511,1.060347955,1.237164019,1.094211039,1.257007697,1.33699818,1.3442853,1.246979746,0.766930792,0.897323403,0.388290394,-0.70297598,-1.46322717077508,-1.05988269020266,-0.854593058729046
147,"w",22,5,4,1,"deu",2,1,102.6,90,94.6,102.33,88,92.67,93.33,88,0.741111111,0.857936508,0.764603175,0.95,45,0.681818182,0.714285714,0.714285714,0.727272727,0.6875,0.780539796,1.7077,2.918,0.4895,0.1127,0.375591837,0.5564,6.3752,0.334,0.0526,0.613244348,1.4124,3.6352,0.4218,0.0675,-0.384465224,-1.212433748,-0.37099401,0.101293996,-1.478587971,-1.184882217,-0.692153886,-0.856076541,0.54938404,0.622470337,-0.674456441,0.804243128,0.478375496,0.540012044,0.670817487,0.80722803,0.082403621,0.507926952,-0.70297598,-0.647699035200821,-0.167884630589555,-0.773146332548888
148,"w",26,7,4,1,"deu",2,2,98,90.8,94.4,91,95.33,98,96.67,85,0.441111111,0.635555556,0.594761905,0.883357143,37,0.590909091,0.571428571,0.571428571,0.545454545,0.59375,0.916818478,1.3659,2.0136,0.6177,0.2914,0.405575758,1.0337,5.4795,0.3102,0.1125,0.649961947,1.4489,2.7578,0.3867,0.1225,-1.166017006,-1.098716952,-0.400588974,-1.489523199,-0.454978535,-0.43931006,-0.212961755,-1.138743323,-0.934059591,-1.082848177,-2.178807961,0.200772638,-0.094039627,-0.264261213,-0.193425901,-0.503736792,-0.476796294,-0.706993372,-0.419762636,-0.0425009357692586,0.417975678856321,-0.479603628820267
149,"w",26,6,4,1,"deu",2,1,107.4,90.6,101,99.17,98,105.33,96.67,96,0.604444444,0.815238095,0.807301587,0.9,34,0.545454545,0.523809524,0.523809524,0.515151515,0.53125,1.17386701,2.1529,1.7177,0.6078,0.4876,0.31959,0.8492,8.8143,0.2703,0.114,0.59731875,1.2332,2.6107,0.381,0.2777,0.43106707,-1.127146151,0.576044831,-0.342393765,-0.082122164,0.58602651,-0.212961755,-0.102298455,-0.126406949,0.295039442,-0.296259663,0.351478558,-0.380247189,-0.532352298,-0.481507031,-0.932655955,1.605172976,-0.91068015,-0.419762636,1.0990223072283,-1.26211288560522,-0.900465199324876
150,"m",29,7,4,1,"deu",1,2,106.4,92.4,91,95.83,101.67,97.33,92.33,90,0.436666667,0.67547619,0.753015873,0.797642857,40,0.636363636,0.619047619,0.619047619,0.606060606,0.625,1.0421875,2.2547,2.4275,0.5749,0.4917,0.415226804,1.3304,4.8309,0.273,0.0838,0.904783193,1.8586,3.0352,0.5854,0.5021,0.261164508,-0.871283361,-0.903703358,-0.81135488,0.430380787,-0.533031138,-0.835624584,-0.667632019,-0.956036531,-0.776718557,-0.777089772,-0.575395198,0.192167934,0.003829873,0.094655228,0.096228201,-0.881727705,-0.322882478,-0.207352627,0.514248606627942,0.606548907689081,1.55759160059373
